(728.0, 602.0, 728.0, 752.0)
(200.0, 435.0, 728.0, 752.0)
(750.0, 73.0, 1500.0, 143.0)
(0.0, 0.0, 1920.0, 1080.0)
(0.0, 435.0, 200.0, 752.0)
(1216.0, 114.0, 1297.0, 130.0)
(420.0, 73.0, 1500.0, 143.0)
(728.0, 435.0, 728.0, 445.0)
(200.0, 445.0, 727.0, 477.0)
(625.921875, 461.0, 625.921875, 477.0)
(0.0, 435.0, 728.0, 752.0)
(1216.0, 85.0, 1499.0, 114.0)
(727.15625, 445.0, 727.15625, 461.0)
(685.0, 1007.0, 1235.0, 1045.0)
(1296.78125, 114.0, 1296.78125, 130.0)
(1216.0, 85.0, 1500.0, 114.0)
(200.0, 435.0, 728.0, 445.0)
(728.0, 477.0, 728.0, 547.0)
(200.0, 547.0, 460.0, 602.0)
(0.0, 216.0, 1920.0, 972.0)
(1216.0, 85.0, 1500.0, 130.0)
(200.0, 477.0, 728.0, 547.0)
(0.0, 0.0, 1920.0, 216.0)
(0.0, 1007.0, 1920.0, 1045.0)
(200.0, 547.0, 728.0, 602.0)
(1216.0, 114.0, 1500.0, 130.0)
(0.0, 972.0, 1920.0, 1080.0)
(200.0, 602.0, 728.0, 752.0)
(420.0, 73.0, 750.0, 143.0)
(0.0, 0.0, 0.0, 0.0)
(200.0, 445.0, 728.0, 477.0)
